train_id,engine_temperature,brake_pressure,vibration,wheel_condition,engine_hours,last_service_days,maintenance_count,failure
TRN1488,98.67,105.62,5.02,54,14353,258,11,1
TRN1559,68.71,95.86,3.91,66,13674,73,11,0
TRN3900,106.23,110.12,2.13,67,4841,176,10,1
TRN1955,93.73,94.45,3.79,62,4589,40,4,0
TRN3356,73.3,82.86,4.37,76,14597,126,8,0
TRN3320,76.3,106.16,2.47,100,7834,213,0,0
TRN2114,67.38,102.8,5.93,64,8873,343,12,1
TRN4874,96.22,102.48,4.88,72,12854,130,5,0
TRN4912,92.96,95.76,2.91,65,14310,341,4,0
TRN2394,87.53,87.08,2.71,57,3413,351,4,1
TRN5015,90.96,81.5,5.78,51,1240,161,14,1
TRN5711,83.2,111.44,4.03,56,9291,171,11,1
TRN2158,83.54,102.05,-0.01,94,8874,160,8,0
TRN4952,73.41,99.37,4.23,76,11705,13,11,0
TRN3499,90.76,82.05,5.47,64,3551,285,9,0
TRN3745,99.73,98.83,2.87,84,13703,349,13,1
TRN5425,94.99,86.09,3.43,78,6240,352,9,1
TRN2707,70.85,79.37,0.8,52,1596,212,1,0
TRN5355,98.06,103.37,4.41,60,10151,112,0,0
TRN4113,71.24,105.6,1.81,76,13345,134,14,0
TRN4503,73.71,102.28,2.62,74,7135,250,0,0
TRN2771,117.11,93.64,3.14,71,5509,276,13,1
TRN5409,75.8,93.92,3.52,63,7365,240,7,0
TRN3102,87.08,80.7,2.43,67,9741,326,13,1
TRN5558,72.9,106.74,3.68,92,11589,15,12,0
TRN5567,75.85,91.88,3.77,91,13637,336,14,1
TRN4466,87.46,91.49,2.24,61,8690,222,9,0
TRN3393,76.93,89.48,4.28,75,4778,245,10,0
TRN2144,74.1,97.28,5.27,97,4610,93,10,1
TRN5741,105.21,95.25,2.54,92,6188,97,9,0
TRN5439,79.82,85.87,3.62,88,6728,288,9,0
TRN3577,71.76,100.32,1.72,88,7565,318,13,0
TRN2650,66.55,80.66,3.76,93,6650,60,14,1
TRN3505,87.43,98.11,3.56,91,12542,166,3,1
TRN4318,93.48,100.13,3.48,52,4072,219,1,1
TRN1715,94.51,94.01,4.07,54,2685,167,5,1
TRN2277,92.0,98.13,1.02,72,1716,67,5,0
TRN1386,81.02,97.27,2.12,77,2268,177,0,0
TRN3792,82.68,87.22,7.23,76,14283,124,9,1
TRN1448,103.59,84.07,4.35,77,8878,178,12,1
TRN4613,84.41,97.51,-0.57,98,9513,51,9,0
TRN1051,81.73,93.25,3.95,97,5152,236,3,0
TRN1854,87.6,78.87,3.01,70,13151,351,1,1
TRN2799,87.47,99.35,5.74,94,3077,362,6,1
TRN2763,66.4,99.43,6.33,66,11327,287,3,0
TRN4868,67.82,100.74,2.24,75,6608,236,10,1
TRN4419,79.76,83.84,6.06,98,11602,324,3,0
TRN5768,80.76,90.76,2.53,74,2751,84,1,0
TRN5723,68.97,97.85,3.66,96,7005,141,1,0
TRN3851,88.59,86.27,4.7,83,12801,255,9,0
TRN2862,87.78,108.5,0.73,73,11414,337,14,0
TRN1026,75.38,104.44,4.46,63,2122,256,4,1
TRN5548,91.32,106.19,2.39,93,5507,129,14,0
TRN4532,89.73,93.32,2.7,63,2612,117,7,0
TRN5221,96.27,104.96,5.53,56,13428,135,2,1
TRN1827,88.26,99.08,3.08,78,1025,39,4,0
TRN3930,79.84,90.02,3.61,73,6150,256,7,0
TRN2655,56.05,91.89,6.2,94,4656,144,5,1
TRN3736,69.07,89.23,6.77,64,8767,197,4,0
TRN1057,102.5,86.61,1.88,55,4622,16,2,0
TRN2106,87.83,103.11,5.72,67,9829,37,5,0
TRN4022,81.87,104.23,2.26,82,4271,347,0,1
TRN4476,117.06,88.54,4.2,55,6328,133,2,1
TRN2116,85.06,107.37,2.54,65,13816,51,6,0
TRN3631,83.79,94.8,4.08,61,4386,212,9,0
TRN5840,91.85,97.12,7.89,50,4255,139,12,0
TRN5731,83.41,104.19,5.08,90,11490,139,7,0
TRN5052,78.37,99.54,5.07,66,4203,244,14,0
TRN4677,106.51,89.53,4.0,67,2968,209,0,0
TRN3858,78.24,100.26,5.34,94,9724,297,3,1
TRN3559,73.76,85.81,3.3,63,6911,166,0,0
TRN4089,83.07,101.19,2.42,84,8181,189,0,0
TRN5845,106.84,83.67,2.1,75,12407,108,10,1
TRN4893,71.49,94.35,3.32,51,13146,355,14,0
TRN4019,98.76,113.23,3.02,53,9809,120,0,0
TRN1223,79.49,111.15,4.94,67,2155,276,4,0
TRN1028,81.4,82.54,6.19,75,12264,153,7,1
TRN4148,61.94,107.52,5.33,76,14404,322,14,0
TRN5514,90.11,97.56,4.21,91,8570,302,8,0
TRN3132,73.87,84.62,2.54,51,11008,359,5,1
TRN4822,86.64,87.15,4.97,81,11595,142,9,0
TRN2239,83.29,88.2,4.61,94,5743,2,3,1
TRN4112,84.92,107.33,5.72,89,14930,229,4,0
TRN1289,75.63,98.52,3.96,53,2574,139,11,0
TRN2490,64.96,98.66,5.54,75,3185,79,9,0
TRN3384,74.49,84.2,4.06,63,8364,18,8,0
TRN5447,116.68,95.61,3.92,56,8665,59,12,1
TRN4326,75.51,97.82,3.22,92,6272,282,11,0
TRN3075,70.88,103.91,6.49,80,12212,116,13,0
TRN3662,84.74,87.22,4.2,77,12452,20,8,0
TRN1027,73.24,107.71,4.35,52,7130,182,7,0
TRN5046,82.58,108.72,6.03,54,11610,133,1,1
TRN5926,84.61,89.21,4.6,86,6332,31,13,0
TRN1341,101.62,110.51,5.84,55,5038,51,14,1
TRN3798,106.35,98.51,4.92,72,2981,27,12,1
TRN5253,86.11,97.99,5.37,70,6910,314,3,0
TRN3228,89.09,103.17,1.37,68,4033,344,14,1
TRN3363,67.38,101.43,2.5,81,3479,253,8,0
TRN5595,76.15,99.72,3.5,81,6693,184,12,0
TRN3599,77.77,93.42,0.61,76,2914,86,10,0
TRN3711,93.31,80.36,4.6,90,4405,130,8,0
TRN5042,100.83,96.02,3.44,94,8170,61,6,0
TRN5524,83.89,101.16,4.42,68,14011,62,2,0
TRN2567,85.72,92.45,5.97,83,1369,201,6,0
TRN4917,76.38,104.65,1.07,94,14489,291,3,0
TRN3175,83.89,91.0,5.4,77,3092,78,6,0
TRN2740,76.1,88.41,3.61,81,5193,182,1,0
TRN5805,101.93,102.92,4.33,95,2399,33,8,0
TRN4337,85.98,80.46,2.69,71,8520,225,8,0
TRN4427,75.75,97.27,5.14,86,2392,123,4,0
TRN1402,90.12,97.72,4.41,64,1766,132,12,0
TRN4910,111.98,95.27,6.88,83,9772,240,9,1
TRN3908,100.05,97.06,6.1,75,10802,77,3,0
TRN5368,70.42,99.44,6.25,53,7449,298,14,1
TRN3698,67.93,92.74,5.02,89,12220,301,1,1
TRN1524,77.87,105.69,5.43,85,2701,259,12,0
TRN1750,81.48,103.33,2.9,90,8347,20,13,0
TRN5364,95.37,97.01,3.51,60,13975,269,13,1
TRN5737,86.23,95.06,4.72,65,2170,295,11,0
TRN2481,79.9,95.35,5.66,85,11771,361,8,0
TRN5736,80.59,86.44,2.5,56,2676,240,7,0
TRN1738,96.57,81.97,1.88,79,8012,151,11,0
TRN5518,68.01,93.35,4.06,61,13048,159,7,1
TRN2293,81.36,88.98,5.35,52,5734,298,9,0
TRN5688,64.3,98.13,5.87,95,7588,338,0,1
TRN2111,65.49,104.46,6.28,79,10574,235,12,0
TRN4197,98.55,95.93,4.97,50,4894,192,9,1
TRN1624,91.62,86.04,4.77,57,9648,261,14,0
TRN5696,76.29,92.72,5.21,88,11647,130,7,0
TRN5396,97.48,94.62,1.84,71,1208,186,14,0
TRN5421,74.45,101.0,1.65,95,14264,132,9,0
TRN4335,78.73,105.36,3.67,85,4122,292,14,0
TRN1500,77.31,86.34,2.83,96,7459,116,13,0
TRN3632,84.51,99.63,3.42,68,6603,44,1,0
TRN4657,94.67,92.99,4.99,87,4873,161,3,1
TRN3354,86.65,98.4,3.09,50,12558,32,2,0
TRN5028,83.35,91.63,2.75,86,8514,132,3,0
TRN2854,78.04,87.63,0.94,67,7927,175,14,0
TRN5728,63.62,90.51,3.51,65,12311,41,2,0
TRN5302,60.57,93.42,2.75,70,10389,226,9,0
TRN3201,105.6,96.93,3.48,55,11899,97,8,1
TRN5728,80.38,89.14,2.33,100,8226,127,11,0
TRN3526,97.7,108.57,2.14,92,14082,220,8,0
TRN1307,85.78,87.21,3.07,65,2346,257,1,0
TRN5078,79.65,101.19,5.06,80,8072,310,3,0
TRN3664,72.52,85.79,3.08,67,7169,215,2,0
TRN4210,94.39,84.48,5.72,86,4275,287,7,0
TRN4709,95.98,83.49,4.45,59,14479,269,4,1
TRN3536,83.68,91.56,3.88,90,6967,255,11,0
TRN4084,76.48,81.94,3.06,78,13153,271,0,1
TRN4960,107.12,92.31,4.34,74,4893,212,5,1
TRN3176,70.49,88.44,6.38,90,7666,63,10,0
TRN3950,63.62,95.87,5.96,96,12535,225,2,0
TRN1823,68.49,94.96,2.9,68,2083,298,9,1
TRN5528,71.68,100.53,5.36,74,3919,3,14,0
TRN5878,81.82,103.21,2.88,73,14406,359,14,0
TRN4826,100.49,94.28,4.69,94,1783,258,7,0
TRN3270,103.75,90.35,3.52,76,6554,307,7,1
TRN3663,89.08,99.31,4.17,96,10769,169,9,0
TRN5748,85.67,94.78,2.56,58,14410,292,2,0
TRN3025,79.78,93.67,3.08,71,1215,35,5,0
TRN1715,84.34,90.99,6.13,56,11450,101,2,1
TRN4905,100.11,90.16,4.33,52,8410,306,5,0
TRN4108,91.97,87.18,6.39,98,5405,180,5,0
TRN2156,70.88,105.81,4.19,98,8980,289,4,1
TRN2273,97.23,94.65,3.81,81,7144,32,2,0
TRN5632,89.61,112.33,6.18,85,1102,192,1,0
TRN4768,90.21,98.12,1.93,100,12839,352,2,1
TRN5300,61.12,99.33,1.92,75,11234,255,5,0
TRN1449,82.29,88.41,-0.06,70,7097,84,3,0
TRN4417,76.29,100.53,4.02,89,4061,234,7,0
TRN1163,99.11,81.38,2.24,97,8274,116,1,1
TRN4486,101.62,109.76,5.9,95,3052,45,12,0
TRN1655,93.73,100.38,4.39,78,9796,213,8,0
TRN4262,89.76,93.69,3.47,72,3298,60,0,0
TRN5537,83.99,91.76,5.06,73,11754,129,14,0
TRN4757,81.73,105.54,4.2,86,6823,143,9,0
TRN5961,68.84,97.27,4.83,88,10084,32,9,0
TRN2812,90.71,95.64,5.11,91,14264,292,7,0
TRN3075,94.92,97.91,5.8,56,4847,15,8,0
TRN2940,81.24,81.87,2.31,89,14670,78,10,0
TRN5819,87.74,97.03,4.62,65,4573,229,11,0
TRN5353,81.19,92.04,4.17,93,12800,294,4,0
TRN1605,101.07,72.56,3.84,63,6628,359,3,1
TRN1360,85.93,115.26,3.74,76,13894,303,7,1
TRN4990,47.64,98.8,3.2,74,9770,89,9,0
TRN2450,103.12,89.22,2.44,95,2066,319,0,0
TRN4865,89.28,100.83,3.59,56,3437,149,1,0
TRN5726,84.4,100.2,2.2,53,14000,289,10,1
TRN5459,86.74,98.41,1.49,71,7169,291,0,0
TRN2446,84.4,92.29,3.21,76,14752,85,5,0
TRN5211,78.02,95.46,4.94,58,2060,306,12,0
TRN5656,80.5,89.18,2.37,73,10883,167,6,1
TRN4154,93.41,98.73,8.0,63,1468,267,14,1
TRN3995,72.55,108.84,5.39,64,6706,140,2,0
TRN4292,75.72,91.72,3.93,79,8183,336,0,0
TRN1125,77.62,91.79,3.19,99,10657,323,14,1
TRN1586,85.29,102.09,5.1,94,3479,244,6,0
TRN2036,62.16,98.54,2.81,87,8754,317,9,0
TRN2113,87.44,82.73,5.74,73,9180,19,8,0
TRN5591,86.76,88.65,4.22,58,3756,100,12,0
TRN1440,88.05,100.84,2.35,61,14455,60,2,0
TRN3780,84.26,102.49,2.0,84,7519,282,2,0
TRN3459,62.06,83.25,5.72,57,12250,260,0,0
TRN4473,90.97,85.06,5.38,58,8207,84,9,0
TRN3960,101.25,84.83,4.99,89,4899,293,13,1
TRN3206,90.77,81.89,4.7,54,14400,272,14,1
TRN5182,85.49,89.82,2.28,73,7297,354,12,0
TRN4250,69.35,89.38,0.61,65,5783,182,14,0
TRN2598,52.2,92.08,3.11,80,14491,312,6,1
TRN1450,84.2,81.53,2.43,63,12601,35,14,1
TRN1727,85.98,103.41,3.93,86,11384,287,9,0
TRN2174,76.1,84.45,5.18,77,10717,138,1,0
TRN4385,98.25,108.69,3.82,73,14369,357,1,0
TRN3229,86.16,92.35,4.52,57,9819,27,13,0
TRN2800,92.24,104.18,1.78,76,13220,126,4,0
TRN3737,91.6,81.13,6.17,62,6369,169,1,0
TRN5011,93.98,101.36,2.22,51,13474,237,6,0
TRN4619,74.47,87.92,3.04,96,13289,231,7,0
TRN2229,70.1,111.77,2.68,91,6383,282,5,0
TRN4256,107.76,97.41,3.67,66,11138,153,10,0
TRN3355,93.02,95.83,6.83,54,9857,246,9,1
TRN3947,93.91,103.26,4.85,65,7571,2,12,0
TRN4491,82.72,83.34,2.82,71,7462,284,9,1
TRN2287,82.2,103.28,2.28,92,11265,326,11,1
TRN5005,86.26,92.89,1.93,50,9482,324,7,0
TRN2602,85.74,90.36,3.52,80,2311,148,14,0
TRN3270,97.98,105.13,2.84,96,11012,180,2,0
TRN3628,78.39,101.13,4.16,52,14159,171,4,0
TRN4991,75.04,99.87,2.01,96,12377,209,8,0
TRN3153,93.58,97.42,1.75,50,2629,348,12,0
TRN2784,65.32,106.35,6.38,68,6986,289,7,0
TRN1859,75.41,89.16,4.22,68,12323,124,9,1
TRN3307,99.41,109.03,5.22,79,13954,66,7,0
TRN4623,80.0,92.27,5.32,96,12826,147,13,0
TRN1728,69.51,88.21,4.75,99,1423,47,13,0
TRN1319,78.26,100.0,5.99,86,3488,150,1,0
TRN1599,65.54,89.17,5.2,99,8612,40,3,0
TRN4384,68.17,97.31,4.51,70,7888,339,13,0
TRN5434,76.39,98.77,4.43,50,3983,257,7,0
TRN5551,98.24,93.6,5.43,61,11772,331,1,1
TRN3143,72.68,93.35,4.83,58,6305,49,0,0
TRN4851,84.44,95.75,3.75,96,4884,49,7,0
TRN3824,74.35,88.97,3.52,92,13636,234,11,0
TRN1680,74.92,92.55,2.75,84,1095,53,11,0
TRN2621,48.66,98.81,2.5,56,10159,68,5,0
TRN2532,95.81,83.26,4.04,56,5500,225,10,0
TRN1567,81.06,82.62,2.89,95,13219,49,12,0
TRN4856,70.43,102.02,3.81,75,8486,60,4,0
TRN2442,76.93,100.74,3.54,53,6685,114,11,0
TRN2028,79.51,90.47,2.94,82,4487,70,10,1
TRN4688,74.33,96.33,6.12,54,8716,360,2,1
TRN3449,101.15,115.62,5.23,85,12026,317,0,1
TRN2512,89.51,104.82,6.3,96,3558,123,3,0
TRN3650,85.85,97.59,2.56,79,13461,86,10,0
TRN4516,94.28,94.44,1.45,51,2088,340,12,0
TRN3440,88.44,106.24,5.44,97,1045,186,4,0
TRN3317,80.49,94.76,6.19,72,8939,159,7,0
TRN2846,87.64,95.03,0.81,97,7847,317,1,0
TRN3801,108.69,98.17,3.71,66,7461,321,13,1
TRN1944,69.28,83.99,3.98,54,4788,209,2,0
TRN5067,68.85,100.12,5.67,56,5371,188,7,0
TRN3106,78.93,91.23,6.26,78,1733,31,3,0
TRN1761,84.25,87.57,3.29,55,3666,107,2,0
TRN5144,88.22,90.93,3.93,65,2555,59,10,0
TRN3309,80.93,93.36,2.16,60,1793,51,14,0
TRN5854,98.78,82.07,5.46,70,9043,330,4,0
TRN4325,84.06,99.01,5.48,58,10381,101,3,1
TRN3762,96.51,83.18,4.15,77,4133,2,11,0
TRN3374,93.19,109.08,4.1,68,3938,221,11,0
TRN5465,90.95,94.59,4.83,74,13444,203,4,0
TRN3775,99.7,85.3,3.49,54,13539,318,1,1
TRN4788,94.25,100.17,5.49,67,8891,98,6,0
TRN2742,104.45,75.25,4.06,83,9659,275,9,1
TRN5200,69.56,97.96,6.36,65,3350,170,8,0
TRN5395,95.25,90.23,5.99,93,7169,219,6,0
TRN1978,87.65,96.67,5.92,98,2127,61,0,0
TRN1098,80.6,85.15,3.73,50,9252,266,1,1
TRN5530,62.81,86.01,6.89,52,14766,89,14,1
TRN3628,81.81,95.0,5.08,91,6958,197,14,0
TRN2827,89.82,90.05,5.76,96,1199,302,5,0
TRN5384,84.4,105.37,3.13,76,8953,324,12,0
TRN4153,101.75,95.83,5.08,62,7929,126,5,0
TRN4111,73.26,93.49,3.82,93,7011,220,8,0
TRN3723,85.53,100.84,1.72,100,9300,306,5,0
TRN1642,97.82,89.81,1.82,59,3859,175,11,0
TRN4262,89.62,96.6,3.21,79,3830,223,10,0
TRN1238,97.58,104.11,5.45,71,6263,248,0,0
TRN4351,96.04,101.1,6.16,90,7619,279,10,1
TRN1714,87.86,95.66,1.76,82,5730,196,3,0
TRN5885,85.56,91.22,3.96,77,3466,137,5,0
TRN5179,100.19,91.74,2.88,88,7301,74,1,0
TRN4613,90.85,113.49,2.95,100,4772,222,2,0
TRN5017,100.32,89.78,7.39,50,3327,276,5,1
TRN1209,84.51,79.34,3.72,63,8000,255,10,1
TRN5996,79.04,107.08,6.55,94,9738,204,3,0
TRN3998,54.99,95.07,4.22,91,4511,23,11,0
TRN3599,93.33,100.0,2.24,65,6361,110,12,0
TRN3273,81.89,111.41,6.38,88,12745,169,8,0
TRN5797,102.37,81.14,5.34,65,12466,155,6,0
TRN2623,83.79,98.67,4.74,64,11043,215,12,1
TRN2186,98.45,94.87,5.52,58,13001,180,7,0
TRN3520,83.56,93.57,4.57,52,9318,147,3,0
TRN4463,85.96,93.97,6.31,51,8196,49,4,1
TRN2127,76.71,88.51,1.94,59,5052,66,8,1
TRN4622,80.82,101.01,4.21,89,8768,357,2,1
TRN3022,88.74,92.33,3.82,91,13356,168,4,0
TRN3795,70.29,106.83,2.15,98,9035,336,2,1
TRN3102,89.1,102.67,5.4,63,8303,288,13,0
TRN4913,95.58,95.56,4.15,70,2575,335,10,0
TRN3510,79.14,91.68,3.32,60,13381,118,2,0
TRN1042,87.51,102.97,2.95,59,3049,81,14,1
TRN1461,85.85,93.44,4.23,67,2052,68,13,0
TRN4504,76.31,83.82,2.4,69,4256,228,4,1
TRN1267,92.42,103.99,3.08,55,6340,347,11,1
TRN3694,60.87,83.44,2.63,52,11855,304,2,1
TRN2986,67.15,94.85,3.9,88,1382,192,14,0
TRN1193,88.58,96.53,4.99,78,9129,105,9,0
TRN2188,82.02,93.07,4.06,57,12310,246,6,1
TRN3769,84.67,103.1,2.43,80,3127,76,13,0
TRN2603,85.49,111.97,2.46,51,5207,195,8,0
TRN2111,98.69,94.33,2.07,88,9460,303,10,0
TRN3566,84.32,97.51,5.32,90,3667,339,11,0
TRN2860,68.1,105.38,3.51,95,2541,352,8,1
TRN1006,99.03,89.95,3.39,68,1090,67,8,0
TRN5245,91.05,89.1,4.57,53,8019,169,4,1
TRN4879,85.95,77.14,2.94,72,12447,265,7,0
TRN4101,90.62,92.29,3.36,92,14992,319,12,1
TRN2024,101.72,96.22,4.99,95,5676,160,4,1
TRN3497,64.69,104.26,3.27,60,14242,220,11,1
TRN4004,98.52,98.68,3.0,68,3211,57,6,0
TRN2056,85.49,91.97,6.17,89,9287,109,11,0
TRN5842,82.41,98.06,2.91,84,6468,146,5,1
TRN1885,85.49,87.27,5.92,100,2637,276,8,0
TRN2157,92.11,82.75,2.92,52,3357,235,2,0
TRN1579,104.98,86.13,2.72,72,6074,321,3,0
TRN5679,74.13,98.16,6.38,50,14411,67,2,1
TRN5699,77.7,83.43,3.05,75,10095,180,6,0
TRN1566,82.94,78.48,5.9,85,2192,248,3,0
TRN5597,113.46,108.19,2.42,75,2201,30,3,1
TRN2005,94.68,103.49,1.85,52,8522,184,0,0
TRN5375,99.37,108.83,1.29,84,2396,230,0,0
TRN5318,85.68,80.69,0.6,53,1534,360,11,0
TRN1591,73.03,95.48,4.42,93,1497,205,8,0
TRN5280,98.29,99.79,3.85,65,12412,226,13,0
TRN5842,83.57,90.86,5.12,55,5856,44,6,1
TRN2364,77.61,83.48,4.37,51,5927,299,13,1
TRN4103,88.72,94.59,2.93,71,3009,249,12,0
TRN5196,78.84,87.9,5.0,60,8208,4,8,0
TRN5938,93.36,107.96,4.66,87,14774,341,6,1
TRN4450,77.26,88.57,3.37,79,6664,192,2,0
TRN2477,82.02,100.1,3.5,53,11849,280,11,1
TRN5694,77.93,94.6,2.33,76,4234,18,6,0
TRN4743,67.19,90.82,2.78,99,3849,129,8,0
TRN4780,84.41,87.61,2.56,87,12627,272,6,0
TRN5992,92.88,101.0,4.1,55,11780,296,6,0
TRN1794,75.41,97.76,5.33,89,1291,257,0,0
TRN4097,77.74,102.03,5.09,56,3314,336,14,0
TRN5100,69.44,98.65,4.35,81,2203,230,1,0
TRN2311,110.14,106.12,1.78,94,1546,170,11,0
TRN2672,83.44,97.41,1.07,87,6931,149,5,0
TRN3951,87.02,100.77,3.03,91,2158,69,4,0
TRN5105,84.82,82.06,4.63,67,2214,278,13,0
TRN2597,74.76,116.53,2.42,63,8105,234,6,1
TRN2227,100.32,99.01,2.07,73,6476,182,1,0
TRN2966,92.26,96.33,1.03,96,12902,204,8,0
TRN3095,78.7,104.87,1.73,56,5318,233,12,0
TRN2814,78.87,89.24,2.79,61,5165,194,4,0
TRN4729,96.42,105.46,5.73,94,4621,236,5,0
TRN1611,84.48,94.74,3.15,51,13799,349,4,0
TRN5040,94.47,89.67,2.3,62,10960,149,12,0
TRN4467,82.83,87.02,3.36,89,9121,94,2,0
TRN5575,98.16,99.49,6.27,100,1645,146,0,1
TRN2547,101.5,90.8,4.03,73,4137,240,2,0
TRN3562,106.44,94.82,1.57,54,3410,116,10,0
TRN3230,65.69,100.26,4.03,68,5376,107,14,0
TRN4627,92.85,104.03,5.35,87,11205,325,6,1
TRN4995,92.78,85.36,4.11,89,7469,222,1,0
TRN1370,97.9,88.48,2.92,66,5120,44,13,1
TRN3560,62.81,88.59,2.42,97,4512,113,9,0
TRN2163,65.97,103.97,4.74,59,11171,173,2,0
TRN3941,70.56,96.79,3.54,83,11945,89,8,0
TRN2885,102.03,100.35,4.13,62,11016,239,3,0
TRN5784,75.64,92.33,2.82,85,7882,5,11,0
TRN1232,99.43,89.38,3.48,82,7062,292,2,0
TRN2911,81.62,89.26,5.41,80,3018,156,0,0
TRN4112,84.13,114.66,4.78,53,5238,229,14,1
