date,station,train_id,hour,day_of_week,holiday,weather,special_event,passenger_count
151,0,1376,9,6,0,4,0,662
65,2,238,3,4,1,0,0,466
288,5,1617,22,3,0,3,0,352
7,9,2792,20,2,0,3,0,566
80,1,2681,3,5,0,4,0,360
330,0,2576,8,3,0,0,0,534
289,9,1866,11,4,0,0,0,507
191,6,1682,6,4,0,0,0,169
2,8,1181,6,4,0,4,0,249
351,7,845,17,3,0,0,0,579
347,0,1069,20,6,0,1,0,803
45,7,430,19,5,0,0,0,740
119,9,1731,21,2,0,0,0,753
240,1,3041,3,4,0,4,0,306
348,6,2079,5,0,0,0,0,323
132,0,3129,0,1,0,0,0,274
147,5,2490,3,2,0,0,0,261
273,8,2500,9,2,0,0,0,576
16,3,694,6,4,0,0,0,320
335,4,1133,6,1,0,4,0,239
208,3,1551,12,0,0,2,0,354
29,9,240,7,3,0,4,0,529
75,4,2423,5,0,0,0,0,310
49,4,1286,0,2,0,4,0,152
232,5,2633,4,3,0,3,0,189
48,5,82,20,1,0,1,0,705
56,2,2649,5,2,0,1,0,274
207,7,112,12,6,0,4,0,524
93,7,2385,12,4,0,0,0,400
299,6,2178,20,0,1,0,0,736
300,3,2196,16,1,0,1,0,528
133,4,2784,17,2,0,1,0,504
266,5,2329,1,2,0,1,0,509
93,0,1225,17,4,0,1,0,559
177,7,1798,5,4,0,1,0,276
284,4,2069,3,6,0,0,0,461
149,2,495,21,4,0,0,0,593
237,6,1941,0,1,0,1,0,361
221,8,2302,5,6,0,1,0,488
119,6,2043,11,2,0,0,0,323
135,4,1048,2,4,0,1,0,348
272,4,230,0,1,0,1,0,264
169,0,2484,10,3,0,3,0,610
195,2,1722,23,1,0,0,0,213
293,4,2943,2,1,0,0,0,284
353,9,2388,12,5,1,0,0,738
144,9,2642,3,6,0,0,0,429
9,5,1276,13,4,0,1,0,445
263,1,1971,15,6,0,1,1,796
225,0,2672,22,3,0,0,0,262
5,8,143,10,0,0,3,0,434
182,7,182,5,2,0,0,0,185
23,7,165,21,4,0,3,0,576
36,8,803,17,3,0,1,0,676
319,6,2538,16,6,0,0,0,512
125,8,3085,10,1,1,3,0,700
70,9,1580,16,2,0,1,0,285
126,4,1497,13,2,0,1,0,411
120,4,2211,19,3,0,0,0,566
291,7,2226,18,6,0,1,0,829
244,2,1521,5,1,0,0,0,250
5,5,890,12,0,0,2,0,404
267,2,1236,10,3,0,0,0,535
170,9,1575,2,4,0,1,0,355
48,4,551,1,1,0,0,0,269
208,2,1205,4,0,1,1,0,597
101,6,1765,2,5,0,1,0,489
36,5,2092,11,3,0,0,0,467
357,0,1044,2,2,0,2,0,420
100,6,216,11,4,0,1,0,387
276,6,1251,12,5,0,1,0,425
137,1,1376,9,6,0,0,0,646
258,6,1760,4,1,1,1,0,708
114,0,967,13,4,0,1,0,389
5,4,2354,18,0,0,0,0,580
80,9,61,7,5,0,1,0,656
179,2,2581,16,6,0,1,0,394
303,6,3114,15,4,0,2,0,384
47,6,2680,6,0,0,0,0,239
170,8,1889,5,4,0,1,0,265
33,9,506,14,0,0,1,0,462
358,8,2670,1,3,0,0,0,275
165,2,1868,9,6,0,1,0,717
198,7,2101,9,4,0,1,0,484
331,3,994,21,4,0,0,0,639
89,8,2697,5,0,0,3,0,373
270,5,2645,17,6,0,1,0,737
266,7,3005,5,2,0,1,1,656
272,7,3016,9,1,0,1,0,457
359,6,2998,8,4,0,0,0,673
167,1,650,15,1,0,4,0,238
331,1,1174,17,4,0,0,0,541
200,9,2774,15,6,0,4,0,418
245,7,65,22,2,0,0,0,370
352,1,1347,3,4,0,0,0,305
173,8,565,13,0,0,1,0,350
357,4,92,11,2,0,2,0,289
103,6,2576,20,0,0,0,0,513
207,6,2348,2,6,0,3,0,472
128,2,2033,2,4,0,0,0,267
175,6,1114,23,2,0,4,0,287
230,6,2722,0,1,1,4,0,582
192,6,3145,21,5,0,1,0,555
0,7,421,17,2,0,1,0,613
90,6,3084,23,1,0,0,0,448
312,8,2914,10,6,0,4,0,739
315,7,3145,14,2,0,3,0,295
220,4,2146,10,5,1,0,0,892
342,1,54,6,1,0,1,0,268
97,8,2125,5,1,0,1,0,312
277,2,2890,7,6,0,4,0,672
55,3,1855,9,1,0,1,0,621
81,6,422,17,6,0,3,0,762
210,5,1382,13,2,0,3,0,392
338,6,3127,4,4,0,1,1,601
272,8,911,4,1,0,0,0,339
237,1,1514,4,1,0,0,0,287
0,0,2529,9,2,0,1,0,670
232,0,73,11,3,0,1,0,444
165,5,1609,17,6,1,0,1,1288
295,5,2436,2,3,0,4,0,248
134,3,187,19,3,0,3,0,521
161,6,2345,18,2,0,4,0,558
310,6,2929,23,4,0,0,0,154
2,6,504,22,4,0,1,0,315
106,4,676,3,3,0,1,0,300
283,5,2434,13,5,0,1,0,474
77,5,45,18,2,0,1,0,444
363,0,1822,15,1,0,0,0,362
69,5,1055,21,1,0,0,0,630
149,7,3001,16,4,0,1,0,293
7,2,1616,12,2,0,0,0,355
190,9,161,14,3,0,1,0,395
292,2,1117,18,0,0,0,0,534
141,0,1865,19,3,0,0,0,649
269,2,2870,9,5,0,1,0,571
64,6,739,4,3,0,1,0,298
89,6,1044,11,0,0,1,0,343
51,5,2060,21,4,0,0,0,680
345,3,1064,20,4,1,3,1,1153
199,6,631,12,5,0,0,0,702
137,3,455,10,6,0,1,0,875
215,6,561,0,0,0,4,0,227
43,5,604,0,3,0,1,0,191
286,6,1000,4,1,0,0,1,641
117,2,2685,13,0,0,2,0,346
40,4,2142,15,0,1,0,0,661
71,3,967,4,3,0,0,0,203
134,7,359,15,3,0,0,0,438
21,0,127,4,2,0,0,0,274
28,6,3161,12,2,0,0,0,376
53,5,914,2,6,0,0,0,464
349,7,1339,11,1,0,0,0,483
341,0,2597,6,0,0,0,0,203
75,1,2328,1,0,0,4,0,297
354,5,536,15,6,0,0,0,408
349,9,2627,2,1,0,1,0,405
117,2,1549,9,0,0,3,0,600
254,0,1357,13,4,0,1,0,216
174,3,3121,3,1,0,0,0,193
47,5,1821,20,0,0,0,0,630
26,9,1376,21,0,0,0,0,617
196,9,1824,6,2,0,0,0,289
102,1,3101,10,6,0,0,0,623
279,8,362,13,1,0,3,0,271
177,9,951,20,4,0,1,0,639
177,5,2881,17,4,0,0,0,493
154,7,1289,5,2,1,0,0,585
84,2,2560,0,2,0,0,0,274
78,7,2212,16,3,0,0,0,471
196,2,3119,20,2,0,3,0,617
297,1,1292,7,5,0,1,1,1015
34,4,1132,23,1,0,2,0,246
293,5,1634,16,1,0,1,0,421
291,1,184,22,6,0,0,0,431
314,0,190,19,1,0,0,0,550
287,0,2242,16,2,0,1,0,349
340,9,1448,10,6,0,1,0,670
39,4,491,18,6,0,0,0,798
6,6,467,0,1,0,0,0,279
221,6,987,22,6,0,1,0,442
77,4,2660,8,2,0,4,1,907
348,3,2839,16,0,1,1,0,654
363,8,1967,18,1,0,0,0,714
159,4,2477,8,0,0,0,0,557
122,8,2035,3,5,0,1,0,441
247,9,932,23,4,0,4,0,231
334,0,1479,23,0,0,2,0,412
105,7,2481,19,2,0,3,0,598
204,4,2349,21,3,0,0,0,584
183,2,3021,17,3,0,1,0,615
78,2,2233,22,3,0,1,0,312
40,7,949,16,0,0,1,0,357
84,9,2745,8,2,0,0,0,488
173,1,498,2,0,0,1,0,260
266,2,2932,22,2,0,4,0,172
67,5,565,17,6,0,0,0,741
329,6,1458,22,2,0,0,0,371
207,6,1511,23,6,1,0,0,660
348,0,859,10,0,0,4,0,639
205,8,208,21,4,0,0,0,557
83,1,2554,6,1,0,0,0,380
73,2,893,20,5,0,1,0,688
29,2,1804,9,3,0,3,1,841
354,8,1167,2,6,0,1,0,504
337,0,1132,3,3,0,0,0,371
275,5,1626,5,4,0,0,1,707
252,2,2906,16,2,0,1,0,387
103,7,965,5,0,0,0,0,293
216,5,431,22,1,1,0,0,582
172,7,1067,21,6,0,0,0,701
251,4,2084,10,1,1,1,0,869
150,1,2134,12,5,0,0,0,434
249,5,1148,12,6,0,1,0,555
331,5,1076,13,4,0,1,0,326
290,0,1019,7,5,0,1,0,808
125,1,3156,13,1,0,0,0,426
227,4,2806,8,5,0,0,0,672
7,9,3009,2,2,1,4,0,578
361,7,2895,19,6,0,1,0,760
304,0,1209,6,5,0,1,0,411
18,3,2028,9,6,0,4,0,630
5,3,1679,8,0,0,0,0,530
333,0,1809,18,6,0,0,0,694
70,3,574,21,2,0,3,0,439
63,0,2098,6,2,0,0,0,393
118,8,1938,19,1,0,4,0,558
349,5,1356,20,1,0,1,0,525
97,7,771,7,1,0,1,0,636
90,5,1323,1,1,0,0,1,569
322,0,1180,22,2,0,0,0,240
344,6,265,20,3,0,1,0,594
114,5,534,7,4,0,0,0,615
300,6,1914,15,1,0,0,0,518
360,5,359,7,5,0,1,1,1064
276,6,33,3,5,1,4,0,652
116,6,708,18,6,0,1,0,726
53,3,897,17,6,1,2,0,1047
358,5,1426,21,3,0,0,0,637
141,2,983,18,3,0,4,0,561
141,6,595,12,3,0,2,0,512
271,2,304,19,0,0,0,0,621
147,4,1343,23,2,0,4,0,252
20,1,1880,11,1,0,0,0,353
283,0,1966,3,5,0,1,0,446
343,6,867,12,2,0,0,0,494
275,4,1472,3,4,0,0,0,307
238,5,1779,9,2,0,3,0,430
353,9,91,18,5,0,1,0,688
55,0,571,5,1,0,1,0,314
123,7,395,6,6,0,1,0,463
361,1,1175,14,6,0,0,0,565
4,5,2823,18,6,0,4,0,588
163,1,2002,19,4,0,0,0,572
323,2,544,7,3,0,0,0,574
85,1,1063,9,3,1,4,0,851
361,1,204,20,6,0,0,0,802
80,5,2912,0,5,0,0,0,468
225,5,914,15,3,0,1,0,367
358,6,1897,16,3,1,4,0,713
38,2,2995,23,5,0,2,0,374
349,7,2403,23,1,0,0,1,730
260,5,906,15,3,0,1,0,397
16,1,1181,7,4,0,0,0,495
288,8,2128,23,3,0,0,0,362
305,0,2331,5,6,0,2,0,313
171,5,2312,14,5,1,3,0,676
359,1,2189,14,4,0,0,0,461
88,4,2934,19,6,0,0,0,785
358,9,1627,4,3,1,3,0,417
146,7,2169,3,1,0,3,0,112
328,3,466,18,1,0,4,0,612
315,1,1698,20,2,0,0,0,604
280,5,532,23,2,0,1,0,322
316,1,3160,6,3,0,1,0,432
20,7,15,1,1,0,0,0,231
81,0,2861,2,6,0,0,1,723
338,8,979,2,4,0,0,0,308
100,6,1043,18,4,0,0,0,570
56,9,2950,18,2,0,0,0,613
296,1,1316,14,4,0,0,1,799
20,0,1785,14,1,0,3,0,395
139,4,2393,17,1,0,1,0,514
126,4,1659,5,2,0,1,0,64
34,0,1462,11,1,0,0,0,562
109,6,1532,4,6,0,3,0,308
98,9,1123,20,2,0,0,0,639
356,1,2239,10,1,0,0,0,482
140,4,2081,9,2,0,4,0,511
248,8,2230,15,5,1,0,0,712
249,7,1525,19,6,0,0,0,661
162,5,2019,10,3,0,0,0,595
120,7,828,14,3,0,0,0,364
154,7,934,13,2,0,1,0,341
323,8,2928,0,3,0,0,0,321
333,2,706,1,6,0,1,0,452
290,7,2792,9,5,0,1,1,877
187,4,1834,2,0,0,0,0,341
117,0,1515,6,0,0,2,0,291
201,7,2442,14,0,0,3,0,328
289,7,2813,13,4,0,0,0,538
170,4,2996,16,4,0,0,0,375
129,0,698,5,5,1,3,0,556
181,4,1041,13,1,0,0,0,456
245,4,2257,9,2,0,0,0,572
104,4,2570,20,1,0,4,0,459
12,8,2960,3,0,0,0,0,395
222,9,3129,10,0,1,0,1,1175
180,9,245,18,0,0,2,0,634
175,0,402,1,2,0,1,0,331
153,7,2124,21,1,0,0,0,593
359,1,2961,11,4,0,0,1,834
198,0,721,6,4,0,0,0,346
296,9,1756,5,4,0,1,0,436
63,1,717,8,2,0,0,0,469
340,5,891,9,6,0,4,0,592
43,5,1669,3,3,0,0,0,180
118,1,2306,4,1,0,0,0,431
286,6,2203,19,1,0,1,0,570
11,2,252,16,6,0,1,1,879
192,3,1003,7,5,0,4,0,685
191,7,356,16,4,0,1,0,303
176,8,2017,6,3,0,3,0,237
265,2,786,0,1,0,3,0,227
59,6,2266,16,5,0,3,0,459
159,3,2750,4,0,0,1,0,306
90,1,2047,21,1,0,4,1,888
174,8,3140,17,1,0,0,0,664
248,4,1095,16,5,0,3,0,493
354,0,1066,22,6,0,3,0,357
281,7,2686,16,3,0,0,0,494
11,2,1554,11,6,1,0,0,855
356,6,1107,23,1,0,1,0,382
206,5,1222,19,5,0,1,0,751
88,5,1983,3,6,0,0,0,473
151,6,1601,15,6,0,1,0,493
343,7,3060,16,2,0,4,1,735
293,4,1480,19,1,0,3,0,572
360,7,2808,21,5,0,2,0,823
220,8,561,20,5,1,0,0,993
164,6,874,20,5,0,0,1,1072
183,4,783,11,3,0,0,0,533
235,0,2551,14,6,0,4,0,566
213,0,1029,0,5,0,3,0,371
352,9,584,21,4,0,4,0,622
204,5,2800,22,3,0,0,0,374
302,7,1070,9,3,0,4,0,565
126,0,2756,20,2,1,1,0,841
56,1,99,17,2,1,0,0,820
262,7,1467,14,5,0,0,0,548
356,8,3088,6,1,0,1,0,378
212,6,1547,14,4,0,1,0,474
154,2,1292,14,2,0,0,0,391
34,8,1812,19,1,0,2,0,538
132,0,113,8,1,0,0,0,556
240,5,2714,4,4,0,3,1,468
72,7,2085,3,4,0,0,0,379
205,4,1455,3,4,0,3,1,660
152,6,1525,8,0,0,0,0,501
179,4,468,11,6,0,1,1,883
67,0,69,3,6,1,4,0,585
352,9,2320,8,4,0,1,0,580
274,8,1974,4,3,0,1,0,283
65,2,2160,6,4,0,1,0,288
97,4,2533,20,1,0,0,1,1043
32,1,1846,11,6,0,3,0,427
303,9,831,2,4,0,1,0,320
141,6,1105,12,3,0,1,0,413
73,0,1277,21,5,0,0,0,771
150,7,1526,14,5,0,3,0,475
160,6,1711,15,1,0,0,0,478
213,9,2879,1,5,0,0,0,487
284,8,396,4,6,0,0,0,380
281,1,2784,22,3,0,0,0,341
124,2,524,10,0,0,0,0,551
113,5,671,3,3,0,0,0,294
274,0,1290,4,3,0,4,0,286
148,1,2088,12,3,1,1,0,683
320,8,1172,15,0,0,0,0,489
9,7,825,4,4,0,1,1,688
263,9,1415,23,6,0,0,0,364
264,8,2063,6,0,0,2,0,293
350,3,1260,20,2,0,0,0,581
60,1,2106,12,6,0,4,1,757
109,7,2538,17,6,0,1,0,706
159,7,539,18,0,0,0,0,585
270,7,447,5,6,1,2,0,609
52,5,384,11,5,0,2,0,558
134,9,919,12,3,1,1,0,714
174,4,238,16,1,0,3,0,293
202,9,2315,18,1,0,1,0,525
70,4,2230,19,2,0,0,0,570
88,5,2725,12,6,0,0,0,490
156,1,2935,11,4,0,0,0,322
309,5,909,16,3,0,4,0,289
179,1,2659,4,6,0,0,0,427
10,8,1134,2,5,0,1,1,823
39,8,703,0,6,1,0,0,588
245,2,359,3,2,0,1,0,269
347,1,2789,6,6,0,0,0,580
342,9,2148,6,1,0,0,0,240
1,1,67,2,3,0,4,0,291
355,5,1678,3,0,0,2,0,456
251,9,1985,11,1,0,3,0,467
193,4,753,7,6,0,3,0,641
273,0,1653,15,2,0,4,1,719
279,1,16,0,1,0,0,0,274
145,1,659,1,0,0,0,0,287
10,4,1713,19,5,0,3,0,636
