train_id,train_name,source,destination,distance_km,scheduled_departure,weather,temperature,rainfall,station_delay,previous_delay,delay_minutes
128,8,0,3,509,16,0,25,61.67,6.84,12.25,13.05
129,2,0,3,457,2,0,32,38.52,6.29,3.27,19.37
130,3,1,4,580,20,1,25,24.83,3.89,7.82,20.13
131,3,1,6,380,0,2,26,3.17,2.25,1.23,16.35
132,9,0,3,125,14,1,39,16.83,9.73,3.38,18.43
133,9,4,2,195,21,0,23,45.4,5.37,14.92,21.78
134,6,5,5,507,16,2,20,71.7,11.81,17.68,27.81
135,8,5,5,397,19,0,24,52.87,8.44,23.09,32.34
136,3,5,5,594,8,0,31,6.53,0.87,4.29,19.01
137,7,0,3,673,5,4,39,26.59,9.52,4.57,37.45
138,5,1,6,114,21,0,18,67.24,9.53,6.08,24.63
139,1,0,3,231,17,3,26,35.09,8.03,7.26,41.37
140,6,2,1,497,3,0,27,79.37,1.45,0.0,3.73
141,2,2,1,599,3,3,40,50.6,0.0,9.61,15.54
142,2,4,2,632,21,3,32,47.43,12.25,14.19,46.32
143,0,1,4,107,1,3,22,26.02,2.15,4.73,21.49
144,4,2,1,366,10,3,39,13.58,0.0,9.78,29.53
145,1,1,6,592,21,0,28,58.91,9.93,5.75,32.46
146,9,0,3,235,14,3,29,43.19,3.71,4.84,23.6
147,7,3,0,564,20,0,18,40.58,3.09,14.41,21.88
148,8,2,1,506,17,0,23,11.17,1.25,12.51,18.42
149,3,4,2,574,21,0,18,67.05,2.4,9.05,19.22
150,6,5,5,224,7,3,34,2.43,5.79,11.14,31.18
151,2,4,2,440,1,2,23,25.45,7.67,5.66,25.16
152,0,1,6,403,1,0,31,74.05,8.61,7.03,13.99
153,9,3,0,534,20,0,29,48.79,8.01,0.0,23.64
154,0,1,4,384,16,0,23,5.86,11.57,15.07,18.68
155,7,4,2,407,15,4,38,65.1,14.01,0.0,25.76
156,1,2,1,122,15,1,31,57.45,8.04,9.97,15.66
157,1,4,2,220,21,0,31,38.87,4.75,1.91,9.77
158,7,5,5,499,17,0,30,33.08,4.46,6.89,14.33
159,4,2,1,391,16,1,27,73.42,7.2,2.24,13.41
160,3,1,4,251,23,1,32,76.11,9.82,10.69,17.47
161,0,2,1,89,23,0,27,72.0,6.6,0.0,4.72
162,2,0,3,129,23,4,24,53.4,5.96,2.53,24.15
163,9,1,6,187,1,1,38,7.66,0.05,8.31,6.65
164,4,1,6,669,12,1,19,21.96,11.69,14.46,18.69
165,0,1,4,538,6,0,31,8.33,0.0,11.98,16.69
166,4,4,2,115,7,1,21,15.35,0.6,3.02,10.61
167,9,0,3,596,11,0,38,21.69,4.21,19.83,21.58
168,5,1,6,421,5,0,29,52.95,11.69,10.93,17.45
169,5,0,3,532,12,1,32,16.07,4.78,1.6,13.06
170,0,2,1,91,16,0,25,63.64,0.63,5.79,8.71
171,2,0,3,485,17,4,18,48.68,5.57,0.0,23.52
172,1,1,4,193,12,0,38,27.71,5.24,0.0,4.97
173,5,0,3,545,22,0,39,39.76,8.25,8.57,16.74
174,7,3,0,295,9,3,23,11.3,7.31,4.34,33.26
175,1,5,5,345,1,0,39,25.1,2.82,0.84,7.82
176,3,3,0,460,19,1,26,66.02,1.8,10.46,22.39
177,1,4,2,91,12,2,37,35.16,0.0,9.98,11.73
178,6,0,3,546,18,1,19,36.78,5.59,5.64,18.86
179,9,0,3,694,7,4,24,17.66,3.79,11.43,26.19
180,3,2,1,142,4,3,20,29.42,9.83,5.78,32.08
181,4,5,5,653,20,0,32,46.57,8.05,1.05,23.31
182,2,1,4,92,20,4,30,78.07,1.02,7.78,10.22
183,1,2,1,589,3,3,33,58.99,13.24,0.0,32.35
184,1,4,2,501,9,4,30,10.65,6.17,2.89,26.54
185,6,5,5,311,20,4,40,52.75,3.48,9.94,26.76
186,9,0,3,252,18,0,29,40.98,4.08,8.63,17.0
187,7,1,6,96,4,1,25,28.26,3.18,1.13,1.28
188,7,2,1,578,18,0,22,43.97,1.81,6.99,20.18
189,8,1,4,408,1,1,20,9.71,5.14,17.3,20.36
190,0,1,4,457,22,0,35,25.78,4.71,0.53,9.34
191,6,1,6,601,14,0,35,17.97,0.94,0.69,0.0
192,5,1,4,493,19,0,36,70.95,0.0,14.39,17.9
193,9,0,3,312,14,0,30,17.69,6.06,0.0,10.12
194,3,3,0,314,21,1,30,13.19,6.6,3.44,17.0
195,7,2,1,167,11,4,28,60.65,7.35,12.62,26.8
196,3,1,6,102,6,1,22,12.81,4.0,7.86,13.48
197,9,0,3,183,2,0,27,52.6,1.29,15.7,5.97
198,4,1,6,145,8,0,26,44.34,0.0,0.26,7.74
199,8,1,6,180,3,0,21,57.77,1.72,9.57,11.08
200,2,3,0,548,21,1,38,2.33,3.42,5.12,13.17
201,4,0,3,300,13,4,22,46.4,0.0,21.03,25.96
202,8,5,5,673,18,0,36,39.86,9.46,3.46,27.37
203,7,4,2,429,22,4,18,7.09,7.73,11.36,18.1
204,0,0,3,197,12,0,23,50.89,3.6,9.83,14.09
205,4,1,4,681,15,0,37,28.98,3.78,8.99,7.11
206,7,4,2,505,2,0,36,30.15,0.0,0.0,7.83
207,1,3,0,681,3,0,24,39.72,4.59,19.63,17.42
208,3,1,4,261,13,1,37,52.56,4.6,6.57,8.33
209,8,5,5,479,21,0,30,21.45,1.69,9.22,15.49
210,1,5,5,329,10,0,21,25.22,4.32,8.78,22.27
211,1,2,1,278,20,0,29,63.02,1.44,7.27,22.55
212,2,5,5,660,2,4,22,45.23,6.87,7.75,17.11
213,0,1,4,257,20,0,27,7.11,9.66,11.29,30.4
214,8,4,2,652,1,0,28,5.41,6.52,20.68,20.98
215,9,5,5,596,1,1,19,7.81,1.68,7.14,16.98
216,4,3,0,667,23,4,23,64.51,2.41,7.59,16.6
217,4,4,2,611,3,4,39,1.44,7.41,10.5,21.37
218,1,0,3,460,8,1,34,2.17,4.76,2.85,20.83
219,1,1,6,515,22,4,35,7.47,8.53,0.0,19.62
220,5,0,3,555,8,1,38,24.99,0.43,11.75,20.88
221,1,3,0,347,1,0,20,29.05,8.83,25.81,23.35
222,4,4,2,698,4,0,23,77.42,1.56,16.0,14.9
223,2,4,2,348,1,0,23,78.38,6.21,1.97,11.93
224,2,1,4,210,0,0,37,71.22,5.78,5.53,11.44
225,1,3,0,513,5,4,29,79.05,3.82,9.94,22.85
226,0,4,2,305,21,4,33,56.96,2.74,5.13,18.19
227,5,1,6,358,15,1,34,67.32,0.0,10.83,9.81
228,7,1,4,351,1,0,25,0.31,1.31,11.53,12.9
229,3,2,1,270,20,0,38,32.66,3.49,10.4,17.23
230,9,2,1,472,2,0,32,20.82,6.09,12.55,11.97
231,8,3,0,629,13,3,25,10.31,5.6,17.15,32.24
232,1,1,4,360,7,4,23,22.4,3.26,13.25,27.94
233,0,0,3,252,6,1,26,24.38,6.27,4.25,15.72
234,1,3,0,199,5,0,21,7.72,0.0,5.93,0.0
235,0,0,3,147,7,3,31,27.23,8.12,16.67,39.71
236,7,1,6,655,13,3,38,5.09,6.39,16.14,35.46
237,9,5,5,559,0,0,40,34.43,7.57,3.42,7.2
238,0,1,6,105,19,0,25,75.85,10.73,6.1,25.82
239,1,3,0,155,12,2,29,76.04,9.44,18.35,30.77
240,9,2,1,341,21,0,34,3.18,8.23,9.44,20.67
241,0,4,2,503,13,1,30,37.94,0.0,14.74,22.38
242,9,3,0,269,7,0,18,27.11,6.28,17.38,16.42
243,0,1,4,423,4,0,34,9.11,5.46,8.72,4.53
244,0,2,1,476,10,0,28,10.52,2.17,0.0,7.71
245,8,4,2,188,11,1,18,65.9,0.0,9.01,5.03
246,6,5,5,403,0,1,35,7.38,9.53,23.39,24.09
247,7,2,1,120,6,0,26,51.72,8.43,9.63,17.14
248,6,1,6,197,8,1,20,57.92,5.23,2.79,11.53
249,9,2,1,436,20,4,40,65.34,2.42,6.82,19.91
250,6,0,3,690,12,0,38,68.94,0.0,11.25,7.69
251,0,2,1,102,7,3,39,56.45,0.0,1.09,30.39
252,8,0,3,86,3,0,18,27.67,10.24,17.77,15.96
253,9,1,4,655,4,1,33,17.43,4.16,7.82,16.96
254,1,1,4,513,4,0,41,40.44,4.59,10.86,9.67
255,6,3,0,204,14,1,27,72.01,3.55,12.88,11.41
256,1,5,5,280,16,0,32,12.13,15.53,0.0,16.27
257,4,1,6,633,1,0,36,14.17,2.29,22.23,17.86
258,2,0,3,218,6,1,18,46.44,4.31,0.24,7.77
259,7,4,2,352,2,3,25,26.07,14.34,6.67,41.29
260,4,4,2,599,4,1,21,72.56,6.03,0.86,7.61
261,3,4,2,474,6,0,34,54.46,9.57,4.34,15.89
262,3,1,4,226,15,0,37,69.08,0.0,16.83,5.37
263,8,2,1,478,10,3,36,46.18,2.38,16.36,35.36
264,1,2,1,444,2,0,26,4.76,0.91,2.44,1.91
265,2,4,2,573,22,0,39,55.02,1.6,14.66,17.6
266,5,3,0,356,15,4,26,22.3,8.81,11.59,26.91
267,9,2,1,628,12,4,22,65.75,7.06,9.26,24.63
268,7,5,5,183,22,1,31,22.43,6.88,0.0,15.1
269,6,4,2,652,18,1,33,54.54,12.52,7.04,23.39
270,6,5,5,553,12,1,19,22.48,8.32,6.64,17.45
271,9,1,4,312,20,0,36,28.63,0.0,2.02,11.27
272,9,2,1,102,9,1,25,44.37,6.7,23.53,20.87
273,2,2,1,101,3,0,40,57.65,4.13,0.14,3.9
274,6,5,5,433,10,0,34,25.41,5.0,7.93,19.19
275,6,1,4,469,4,2,28,66.14,5.62,9.29,19.82
276,6,0,3,531,3,3,36,34.71,4.09,13.29,29.46
277,9,0,3,254,22,0,28,53.31,12.93,8.62,19.7
278,0,4,2,372,9,0,39,76.54,0.0,8.12,9.2
279,7,0,3,534,8,0,22,65.77,4.16,5.22,21.52
280,0,3,0,538,21,3,18,63.7,7.69,6.85,38.3
281,3,0,3,228,7,1,18,71.22,2.65,1.85,10.02
282,0,1,4,197,21,1,29,7.99,0.67,13.52,16.75
283,7,1,4,466,14,0,29,47.61,5.33,7.87,12.08
284,1,5,5,267,5,4,40,61.92,5.48,18.83,21.74
285,3,2,1,580,0,4,24,27.85,5.77,14.92,19.13
286,4,0,3,386,8,1,25,62.66,4.11,18.43,18.94
287,7,4,2,568,1,1,30,59.8,1.69,3.13,10.46
288,5,1,4,687,19,1,32,44.9,2.32,12.41,25.22
289,0,5,5,104,9,0,36,11.76,10.79,11.49,28.99
290,9,1,4,643,5,0,32,4.85,9.46,15.8,22.19
291,0,1,6,327,21,0,23,42.37,8.09,8.03,14.07
292,2,3,0,532,5,0,39,60.87,0.0,9.34,18.21
293,3,4,2,599,11,3,29,67.49,0.0,5.0,25.34
294,3,1,4,351,3,2,33,32.53,5.12,12.36,22.71
295,6,1,6,390,5,1,23,15.21,0.0,10.98,10.37
296,4,4,2,441,7,4,21,19.79,10.57,16.23,37.4
297,3,4,2,165,11,0,27,62.75,0.19,14.26,0.0
298,2,5,5,401,22,4,39,34.3,4.92,4.59,14.58
299,0,3,0,326,1,2,24,29.74,6.36,17.94,24.39
300,7,1,6,438,13,1,30,20.08,0.0,14.25,7.23
301,5,5,5,483,19,0,28,60.14,7.92,11.09,19.73
302,0,4,2,659,4,4,41,46.41,11.47,8.73,24.96
303,4,2,1,233,7,0,31,62.43,0.0,5.47,0.0
304,1,4,2,300,7,0,36,47.5,5.37,5.78,13.06
305,7,4,2,446,23,4,21,55.49,1.27,12.76,22.61
306,7,5,5,512,22,0,37,34.02,7.76,0.0,9.95
307,1,1,6,463,18,0,21,77.35,0.91,12.76,12.04
308,0,4,2,422,17,3,22,57.01,3.14,11.23,35.99
309,3,0,3,630,15,4,38,43.4,3.99,5.53,15.35
310,4,2,1,281,1,4,26,21.51,3.7,24.1,25.05
311,0,1,6,181,16,1,36,29.54,4.41,15.57,18.44
312,3,1,4,486,6,3,34,2.47,7.57,0.2,30.46
313,4,1,4,553,14,1,21,30.75,9.56,7.58,21.94
314,1,1,6,247,18,0,22,57.48,4.05,9.88,17.45
315,5,1,4,174,3,1,19,69.71,10.55,15.42,22.92
316,4,3,0,454,2,3,40,72.49,5.28,3.52,22.22
317,9,3,0,176,4,4,31,48.44,0.59,2.9,5.4
318,6,1,4,98,21,0,19,16.43,5.66,7.72,18.53
319,4,3,0,294,18,4,41,79.23,8.42,10.97,28.08
320,0,1,4,471,9,0,23,43.82,5.18,10.65,23.51
321,9,1,6,283,6,0,27,41.34,0.0,13.2,13.57
322,8,5,5,245,21,0,40,6.16,2.81,6.1,20.4
323,6,3,0,388,1,4,23,20.07,10.36,16.33,31.83
324,3,1,4,522,3,0,19,69.29,7.21,10.38,18.14
325,6,3,0,104,12,0,34,30.85,0.0,8.49,7.33
326,7,1,4,499,8,4,27,59.15,7.59,0.18,34.44
327,6,1,6,586,20,3,32,20.7,4.95,19.74,37.73
328,5,1,6,327,16,1,26,19.36,2.99,9.84,13.37
329,1,2,1,654,0,0,22,6.17,4.06,6.28,15.9
330,6,1,6,393,0,1,35,29.78,8.07,5.67,15.73
331,8,3,0,466,9,1,40,59.03,0.0,2.66,15.87
332,5,1,4,152,5,4,24,21.51,8.24,6.11,23.63
333,2,5,5,524,10,1,23,34.21,7.56,21.95,28.52
334,2,2,1,171,17,4,39,62.81,0.0,10.99,12.45
335,3,0,3,286,0,4,31,0.92,11.5,13.16,25.99
336,2,4,2,100,17,3,30,66.12,10.44,6.33,42.45
337,0,4,2,140,19,3,30,24.62,0.0,0.0,16.95
338,5,5,5,176,16,0,26,6.21,3.1,15.23,16.74
339,4,1,4,155,22,1,39,23.68,5.42,0.0,4.71
340,1,2,1,124,16,4,38,57.5,5.45,20.21,20.65
341,5,2,1,194,3,0,27,48.62,6.7,0.0,6.38
342,8,1,6,588,8,0,18,43.27,9.34,15.39,29.38
343,7,4,2,172,15,2,33,48.45,0.0,5.65,10.82
344,8,5,5,96,6,0,34,54.31,7.15,17.34,16.72
345,7,2,1,620,20,0,33,0.8,8.46,9.96,31.68
346,9,4,2,584,21,4,36,10.19,6.07,0.0,30.23
347,0,4,2,218,20,0,25,1.24,5.18,1.72,11.35
348,8,3,0,597,11,0,25,77.45,5.77,4.08,12.59
349,3,2,1,611,9,0,36,5.6,2.35,12.93,27.59
350,4,3,0,586,19,0,28,74.34,9.44,5.17,21.81
351,6,4,2,583,14,0,21,61.32,9.21,17.78,23.81
352,4,5,5,579,16,0,36,49.64,2.12,11.7,13.19
353,5,1,4,479,22,1,38,52.33,4.53,9.33,18.82
354,3,3,0,524,12,4,33,16.18,0.64,2.51,12.4
355,5,0,3,474,14,1,19,10.69,0.0,0.0,0.0
356,9,3,0,584,14,1,20,50.91,0.3,1.73,11.22
357,1,2,1,665,6,4,32,62.24,1.21,3.12,18.43
358,1,5,5,419,11,0,25,2.49,3.67,11.44,10.28
359,6,3,0,296,23,0,41,26.02,5.27,10.35,13.63
360,9,3,0,629,15,4,29,26.13,8.03,12.29,22.17
361,1,1,6,578,21,1,33,24.98,4.02,9.68,23.61
362,1,2,1,286,10,0,20,49.97,6.0,15.32,23.56
363,7,1,6,529,9,0,37,45.56,5.1,5.8,24.54
364,6,2,1,619,4,1,22,79.65,7.5,14.2,19.0
365,6,1,6,646,21,0,40,74.0,5.49,4.36,20.31
366,0,1,4,261,9,1,18,50.88,0.18,10.61,15.44
367,9,4,2,509,13,0,35,62.33,12.28,18.88,28.34
368,8,3,0,611,5,1,41,76.28,5.86,14.78,21.66
369,3,5,5,666,7,0,28,4.16,9.16,7.48,25.01
370,9,0,3,518,15,1,28,16.9,7.52,2.37,19.23
371,7,1,6,291,4,3,32,48.24,2.47,12.08,25.84
372,2,3,0,445,19,0,38,78.03,6.37,10.16,18.22
373,5,5,5,355,17,0,27,5.99,4.29,16.62,10.34
374,2,3,0,663,7,0,40,63.86,0.19,0.71,13.15
375,4,0,3,128,3,1,21,16.84,3.59,5.34,10.34
376,3,2,1,455,22,0,40,56.53,0.72,10.55,15.54
377,8,1,6,191,22,0,40,78.74,4.54,18.82,10.98
378,2,5,5,168,15,1,29,62.16,3.34,13.64,17.38
379,9,1,4,119,19,0,38,39.15,5.55,7.63,22.61
380,3,1,6,523,6,0,33,32.54,2.9,0.0,6.16
381,9,1,4,308,5,1,31,51.58,6.38,10.07,9.42
382,0,4,2,266,5,0,41,14.82,1.37,2.99,6.99
383,3,4,2,501,7,1,23,29.96,3.28,4.27,24.78
384,9,1,6,428,4,0,26,20.21,14.92,23.87,34.72
385,5,5,5,355,19,4,39,21.23,7.11,0.0,24.66
386,8,5,5,407,17,2,40,23.32,2.38,2.87,23.31
387,9,0,3,552,15,1,39,34.4,8.56,4.32,23.36
388,6,4,2,250,20,4,33,27.23,14.64,9.55,34.05
389,2,2,1,463,19,0,37,74.27,8.55,2.56,22.97
390,9,4,2,151,11,0,25,15.99,5.4,3.5,3.68
391,5,4,2,503,22,3,39,5.29,7.42,18.74,35.5
392,7,1,6,218,23,0,36,23.5,5.48,5.19,16.53
393,8,3,0,107,1,1,22,70.79,9.31,1.78,16.91
394,1,5,5,348,19,1,34,56.5,0.65,0.0,11.69
395,9,5,5,289,15,4,29,14.86,1.8,12.48,15.92
396,0,2,1,263,11,0,40,77.45,5.34,0.0,7.22
397,5,1,4,361,19,4,27,14.18,0.0,3.46,16.61
398,9,2,1,242,11,3,29,32.9,8.73,6.34,33.23
399,9,3,0,680,1,0,38,34.4,0.57,9.61,18.07
400,3,4,2,222,13,1,31,50.58,0.0,17.62,9.62
401,4,0,3,170,17,0,20,45.33,4.48,13.13,18.58
402,6,5,5,424,19,0,40,20.32,4.03,9.18,17.11
403,3,4,2,276,8,3,19,59.11,2.44,8.5,30.75
404,4,5,5,524,21,0,26,2.54,2.21,13.3,18.86
405,3,4,2,190,0,0,27,28.74,3.13,11.01,11.17
406,3,1,6,287,7,0,34,26.25,0.0,0.0,9.07
407,8,4,2,588,12,1,38,16.34,7.21,7.01,14.85
408,6,5,5,84,19,0,35,77.69,11.89,11.49,22.79
409,4,2,1,98,10,0,20,6.14,2.17,13.0,8.15
410,5,0,3,396,16,3,35,8.47,0.72,0.0,24.31
411,1,1,6,269,3,0,30,56.81,10.15,6.01,12.71
412,0,2,1,636,1,3,41,37.17,0.0,1.03,19.76
413,3,5,5,276,20,0,19,65.96,3.95,9.64,15.57
414,3,5,5,573,11,0,40,40.04,0.0,5.1,0.88
415,5,0,3,85,15,3,20,66.28,6.45,15.02,32.64
416,1,1,4,495,21,4,20,75.74,10.39,4.68,30.5
417,4,3,0,304,17,0,26,15.85,3.65,7.27,4.79
418,4,3,0,360,1,0,33,35.38,7.62,14.07,12.55
419,0,1,4,413,2,1,19,6.14,10.13,12.45,19.2
420,3,4,2,582,16,0,19,74.12,2.62,7.26,11.68
421,6,1,6,266,15,0,29,25.1,2.92,13.76,6.89
422,1,2,1,553,14,0,24,10.56,0.0,8.42,8.16
423,9,2,1,332,16,0,38,7.01,1.66,8.99,6.56
424,2,3,0,479,13,4,30,69.65,8.22,14.41,33.52
425,1,1,6,540,9,0,22,60.81,4.38,6.8,19.82
426,3,2,1,243,1,0,33,13.7,6.26,16.47,19.59
427,3,4,2,613,19,3,21,9.77,2.68,10.14,30.66
428,1,2,1,414,19,1,21,8.45,5.51,5.38,16.47
429,1,4,2,379,1,0,26,12.5,5.28,12.24,18.43
430,0,4,2,268,18,2,19,34.75,13.46,1.33,32.7
431,4,4,2,186,23,4,40,7.96,13.41,11.89,36.75
432,9,1,4,427,0,1,38,61.23,7.35,5.23,13.89
433,5,1,6,261,1,4,19,46.03,8.58,0.0,16.09
