date,station,hour,day_of_week,holiday,train_frequency,passenger_count,entry_count,exit_count,crowd_level
2025-12-06,Tirupati,21,5,0,11,1122,780,628,High
2025-10-06,Warangal,18,0,0,10,310,185,147,Medium
2025-12-22,Secunderabad,22,0,0,2,411,298,105,Low
2025-08-25,Nizamabad,7,0,0,5,286,222,144,Low
2025-01-14,Nellore,9,1,0,2,1421,824,378,Medium
2025-12-21,Secunderabad,1,6,0,2,236,111,119,Low
2025-07-18,Secunderabad,2,4,0,6,892,653,499,Low
2025-09-23,Secunderabad,15,1,0,11,705,321,247,Medium
2025-08-21,Hyderabad,4,3,0,13,1195,645,257,Medium
2025-09-15,Tirupati,13,0,1,8,1431,579,410,High
2025-06-09,Hyderabad,12,0,0,3,1497,1111,717,Medium
2025-07-20,Nizamabad,12,6,0,9,1007,645,576,Medium
2025-12-21,Nellore,3,6,0,7,1011,658,431,Medium
2025-05-08,Nizamabad,13,3,1,7,161,73,86,Medium
2025-12-18,Nizamabad,3,3,0,3,815,633,204,Low
2025-01-24,Tirupati,6,4,0,13,1264,961,538,Medium
2025-03-13,Secunderabad,18,3,0,9,201,104,46,Medium
2025-11-25,Warangal,20,1,1,7,1284,635,626,High
2025-04-20,Hyderabad,0,6,0,7,1060,571,315,Medium
2025-01-18,Secunderabad,15,5,0,11,646,284,160,Medium
2025-10-07,Guntur,4,1,0,7,257,128,128,Low
2025-10-09,Tirupati,2,3,0,6,844,582,435,Low
2025-11-26,Tirupati,10,2,0,3,1157,500,508,Medium
2025-12-04,Secunderabad,9,3,0,6,356,219,155,Medium
2025-07-10,Tirupati,3,3,0,4,350,216,130,Low
2025-09-02,Secunderabad,21,1,0,4,222,102,97,Low
2025-03-10,Visakhapatnam,11,0,0,5,760,342,395,Low
2025-08-20,Kurnool,16,2,0,4,1354,657,304,Medium
2025-11-09,Warangal,3,6,0,7,1410,723,822,Medium
2025-06-24,Guntur,10,1,0,4,1033,477,586,Medium
2025-11-07,Nizamabad,11,4,0,13,648,504,218,Medium
2025-11-18,Visakhapatnam,22,1,0,3,887,383,362,Low
2025-10-08,Guntur,11,2,0,4,160,91,77,Low
2025-06-05,Guntur,14,3,0,6,999,608,570,Medium
2025-03-14,Nellore,2,4,0,2,548,241,262,Low
2025-04-06,Warangal,11,6,0,5,1476,759,642,Medium
2025-12-21,Warangal,13,6,0,10,984,679,263,Medium
2025-09-10,Nizamabad,6,2,0,12,168,88,74,Low
2025-01-26,Kurnool,18,6,0,14,1084,719,439,High
2025-07-08,Vijayawada,2,1,0,14,1158,900,369,Medium
2025-05-13,Kurnool,20,1,0,11,325,183,116,Medium
2025-06-17,Visakhapatnam,14,1,0,5,341,254,112,Low
2025-08-08,Secunderabad,20,4,0,14,304,235,73,Medium
2025-02-22,Nizamabad,14,5,0,3,581,371,169,Low
2025-12-08,Nizamabad,19,0,0,2,1196,641,393,Medium
2025-04-27,Secunderabad,15,6,0,12,557,353,125,Medium
2025-04-09,Vijayawada,3,2,1,7,135,85,63,Low
2025-01-11,Nellore,0,5,1,3,626,442,211,Medium
2025-11-26,Tirupati,18,2,0,14,1453,980,455,High
2025-01-25,Vijayawada,8,5,1,8,237,129,135,High
2025-03-03,Tirupati,0,0,0,4,1327,786,639,Medium
2025-10-01,Secunderabad,8,2,0,10,415,241,167,Medium
2025-03-06,Guntur,19,3,0,4,573,420,151,Medium
2025-02-16,Secunderabad,18,6,0,13,191,80,80,High
2025-01-28,Nizamabad,11,1,0,11,964,623,317,Medium
2025-03-16,Visakhapatnam,8,6,0,5,148,94,82,Medium
2025-12-30,Guntur,8,1,0,5,736,404,364,Medium
2025-06-18,Vijayawada,15,2,0,10,725,363,149,Medium
2025-11-19,Tirupati,11,2,0,2,1474,1002,439,Medium
2025-01-24,Visakhapatnam,22,4,0,4,336,202,111,Low
2025-08-29,Kurnool,20,4,1,3,236,134,62,Medium
2025-12-21,Nizamabad,20,6,0,4,190,118,61,Medium
2025-08-27,Nellore,22,2,0,2,1368,922,299,Medium
2025-04-07,Secunderabad,16,0,0,4,740,378,163,Low
2025-11-03,Nizamabad,15,0,0,13,583,240,179,Medium
2025-02-01,Warangal,0,5,0,9,712,331,325,Medium
2025-07-04,Secunderabad,11,4,0,4,216,86,118,Low
2025-04-22,Vijayawada,0,1,0,13,778,529,323,Medium
2025-07-02,Nizamabad,18,2,0,8,782,364,217,Medium
2025-09-06,Nizamabad,10,5,0,5,137,64,70,Medium
2025-11-02,Visakhapatnam,5,6,0,10,166,73,78,Low
2025-07-21,Nizamabad,0,0,0,8,804,515,397,Medium
2025-04-05,Tirupati,2,5,0,6,1281,1002,626,Medium
2025-10-02,Warangal,12,3,1,6,337,173,175,Medium
2025-08-27,Hyderabad,9,2,0,3,563,362,201,Medium
2025-07-23,Nellore,20,2,0,8,545,394,262,Medium
2025-03-11,Kurnool,6,1,0,5,981,555,507,Low
2025-06-13,Guntur,10,4,1,6,303,141,80,Medium
2025-08-09,Nizamabad,21,5,0,7,932,632,208,High
2025-12-19,Kurnool,7,4,0,4,671,481,293,Medium
2025-06-14,Visakhapatnam,5,5,0,14,1436,589,560,High
2025-07-10,Visakhapatnam,13,3,0,11,480,327,137,Low
2025-06-14,Vijayawada,10,5,0,4,1315,971,508,High
2025-12-18,Visakhapatnam,3,3,0,3,959,585,229,Low
2025-06-18,Warangal,9,2,0,14,1303,763,600,High
2025-07-23,Warangal,18,2,0,13,281,189,140,Medium
2025-01-19,Nizamabad,0,6,1,13,131,68,28,Medium
2025-01-30,Nizamabad,16,3,0,4,674,372,226,Low
2025-02-01,Kurnool,4,5,0,9,424,185,233,Medium
2025-06-12,Secunderabad,6,3,0,3,237,186,138,Low
2025-10-31,Nellore,12,4,0,7,143,93,70,Low
2025-05-10,Guntur,6,5,0,8,691,425,389,Medium
2025-01-22,Visakhapatnam,3,2,0,5,177,121,96,Low
2025-03-21,Secunderabad,11,4,0,4,1397,758,555,Medium
2025-10-30,Vijayawada,22,3,0,5,1254,515,719,Medium
2025-06-01,Visakhapatnam,11,6,0,14,773,310,416,Medium
2025-09-21,Nizamabad,5,6,0,14,1344,1057,705,High
2025-09-11,Vijayawada,21,3,0,12,973,753,432,High
2025-10-01,Warangal,5,2,0,5,945,743,552,Low
2025-02-09,Nizamabad,20,6,0,6,1120,633,540,High
2025-03-18,Nizamabad,15,1,0,10,1042,578,519,Medium
2025-04-28,Warangal,23,0,0,10,730,355,240,Medium
2025-07-27,Tirupati,5,6,0,7,307,167,70,Low
2025-06-22,Tirupati,1,6,0,9,1233,788,597,Medium
2025-12-08,Kurnool,7,0,0,13,789,346,296,High
2025-08-15,Warangal,5,4,0,4,1481,847,394,Medium
2025-08-18,Warangal,21,0,0,11,475,255,102,Medium
2025-09-09,Hyderabad,18,1,1,9,1020,609,610,High
2025-09-04,Warangal,19,3,0,5,883,591,176,Medium
2025-06-02,Nizamabad,6,0,1,10,1441,1089,312,High
2025-06-03,Visakhapatnam,1,1,0,14,933,594,526,Medium
2025-09-10,Secunderabad,14,2,0,12,1217,852,479,Medium
2025-08-14,Kurnool,14,3,0,11,1454,596,335,Medium
2025-05-07,Guntur,11,2,1,4,692,283,253,Medium
2025-06-23,Kurnool,1,0,0,13,948,741,412,Medium
2025-02-20,Visakhapatnam,11,3,0,2,176,130,80,Low
2025-04-07,Nizamabad,12,0,0,9,1111,613,340,Medium
2025-09-24,Guntur,8,2,0,12,1467,1146,740,High
2025-08-16,Warangal,1,5,0,14,495,376,197,Medium
2025-07-20,Nellore,2,6,1,5,393,255,211,Medium
2025-09-01,Hyderabad,19,0,0,12,449,203,136,Medium
2025-02-22,Visakhapatnam,17,5,1,7,1053,805,390,High
2025-05-08,Tirupati,16,3,0,9,357,146,95,Low
2025-05-24,Guntur,16,5,0,13,1193,627,263,High
2025-09-27,Nellore,13,5,0,9,1388,582,615,High
2025-08-17,Visakhapatnam,8,6,0,11,1208,523,293,High
2025-07-30,Secunderabad,8,2,0,10,959,499,279,Medium
2025-02-28,Vijayawada,7,4,0,2,1197,853,414,Medium
2025-03-23,Visakhapatnam,14,6,0,14,1486,601,861,High
2025-08-27,Tirupati,2,2,0,3,424,240,225,Low
2025-08-21,Visakhapatnam,8,3,0,7,1021,656,513,Medium
2025-05-09,Kurnool,20,4,0,2,972,391,417,Medium
2025-08-10,Hyderabad,11,6,1,10,1252,975,717,High
2025-11-10,Warangal,19,0,0,9,514,229,278,Medium
2025-11-20,Nellore,3,3,0,12,1133,807,653,Medium
2025-09-27,Secunderabad,17,5,0,13,1176,610,531,High
2025-04-07,Hyderabad,11,0,1,13,1057,800,630,High
2025-08-18,Tirupati,17,0,0,6,406,166,240,Medium
2025-06-06,Warangal,1,4,0,4,1285,825,320,Medium
2025-05-26,Guntur,17,0,0,9,763,412,282,Medium
2025-08-17,Visakhapatnam,0,6,0,10,781,433,398,Medium
2025-07-05,Visakhapatnam,4,5,0,3,996,751,214,Medium
2025-05-14,Secunderabad,3,2,0,10,698,538,319,Medium
2025-07-06,Vijayawada,18,6,0,11,617,433,357,High
2025-07-06,Kurnool,6,6,0,4,160,65,81,Low
2025-07-02,Secunderabad,3,2,0,6,1480,1003,491,Medium
2025-09-17,Nizamabad,9,2,1,9,805,583,213,High
2025-01-23,Kurnool,7,3,1,2,678,474,163,Medium
2025-11-11,Nizamabad,1,1,0,13,602,387,202,Medium
2025-12-25,Warangal,19,3,0,14,1195,911,267,High
2025-11-21,Warangal,1,4,0,3,366,231,127,Low
2025-01-18,Visakhapatnam,17,5,0,13,1060,738,265,High
2025-03-10,Tirupati,10,0,0,14,220,149,130,Medium
2025-07-10,Warangal,12,3,0,12,1081,614,306,Medium
2025-08-18,Tirupati,16,0,0,11,473,207,161,Low
2025-04-26,Kurnool,20,5,0,11,1394,977,288,High
2025-12-21,Nellore,3,6,0,12,268,205,119,Medium
2025-01-23,Vijayawada,13,3,1,3,1215,850,697,Medium
2025-07-14,Nellore,18,0,0,6,1487,631,460,High
2025-05-19,Nellore,9,0,0,9,1079,697,289,Medium
2025-12-13,Tirupati,22,5,0,12,1128,712,580,High
2025-12-31,Hyderabad,11,2,1,9,1443,761,662,High
2025-08-13,Nizamabad,6,2,0,3,1371,970,663,Medium
2025-11-07,Warangal,20,4,0,12,212,105,126,Medium
2025-07-12,Nellore,10,5,0,7,927,549,532,High
2025-10-19,Nellore,22,6,0,12,909,453,431,Medium
2025-07-27,Kurnool,21,6,0,11,530,382,305,High
2025-01-25,Vijayawada,2,5,0,7,400,210,82,Low
2025-02-03,Kurnool,9,0,0,10,229,94,92,Medium
2025-01-29,Nellore,6,2,0,12,280,201,84,Low
2025-05-28,Nellore,15,2,1,4,740,538,178,Medium
2025-09-05,Kurnool,0,4,1,9,567,401,319,Medium
2025-11-10,Nellore,22,0,0,5,1213,601,328,Medium
2025-04-04,Warangal,9,4,0,13,967,547,218,High
2025-08-12,Vijayawada,17,1,0,4,1327,684,338,High
2025-03-22,Tirupati,17,5,0,10,182,96,50,Medium
2025-04-05,Vijayawada,22,5,0,9,697,471,211,Medium
2025-03-18,Nizamabad,0,1,0,14,1495,640,613,High
2025-08-23,Vijayawada,13,5,0,12,1092,585,403,High
2025-09-23,Nizamabad,4,1,0,6,327,196,187,Low
2025-04-05,Visakhapatnam,12,5,0,9,1411,682,314,High
2025-07-06,Secunderabad,2,6,1,4,268,172,59,Medium
2025-03-05,Guntur,10,2,0,6,1280,808,685,Medium
2025-06-16,Tirupati,7,0,0,3,611,323,271,Medium
2025-10-12,Warangal,22,6,0,9,1204,832,618,Medium
2025-05-20,Visakhapatnam,20,1,0,5,102,52,61,Low
2025-10-15,Hyderabad,7,2,0,4,538,282,163,Medium
2025-01-16,Vijayawada,23,3,0,12,1406,756,418,Medium
2025-09-11,Warangal,5,3,0,4,1031,617,519,Low
2025-07-26,Secunderabad,0,5,0,6,214,168,49,Low
2025-06-05,Warangal,16,3,0,14,171,86,53,Low
2025-01-30,Nellore,4,3,0,10,564,440,253,Low
2025-10-26,Visakhapatnam,6,6,0,11,1331,771,345,High
2025-01-10,Guntur,1,4,0,3,304,193,72,Low
2025-08-03,Nellore,3,6,1,3,1078,483,268,High
2025-01-18,Nizamabad,10,5,0,6,863,632,455,Medium
2025-12-01,Tirupati,4,0,0,2,892,486,344,Low
2025-10-10,Nellore,7,4,0,10,653,409,160,Medium
2025-08-10,Hyderabad,21,6,1,8,653,308,294,High
2025-01-14,Nizamabad,7,1,0,4,1309,668,409,Medium
2025-04-01,Tirupati,13,1,0,7,1423,612,353,Medium
2025-09-13,Tirupati,11,5,0,7,711,330,155,Medium
2025-08-16,Nellore,22,5,0,9,359,153,155,Medium
2025-12-07,Nizamabad,8,6,0,7,1336,712,411,High
2025-05-19,Warangal,15,0,0,3,225,173,95,Low
2025-04-09,Guntur,15,2,0,14,1038,671,408,Medium
2025-12-01,Vijayawada,15,0,0,10,808,544,263,Medium
2025-07-25,Nizamabad,13,4,0,14,158,73,91,Low
2025-09-09,Guntur,6,1,0,7,1229,524,404,Medium
2025-08-29,Vijayawada,13,4,0,14,1152,714,341,Medium
2025-03-07,Nizamabad,0,4,0,3,1233,654,256,Medium
2025-12-15,Secunderabad,21,0,0,3,833,619,487,Medium
2025-04-04,Nellore,20,4,0,7,733,466,181,Medium
2025-03-29,Kurnool,1,5,0,11,1219,793,558,High
2025-09-17,Nellore,5,2,0,8,619,423,364,Low
2025-04-07,Tirupati,9,0,0,4,180,100,67,Low
2025-10-21,Kurnool,21,1,0,6,775,419,157,Medium
2025-03-03,Secunderabad,10,0,0,4,490,228,180,Medium
2025-01-26,Hyderabad,10,6,0,7,1190,580,635,High
2025-06-29,Hyderabad,10,6,0,6,227,122,118,Medium
2025-11-14,Vijayawada,19,4,0,14,950,515,454,High
2025-02-14,Hyderabad,3,4,1,2,839,585,463,Medium
2025-01-28,Hyderabad,13,1,0,6,374,152,114,Low
2025-10-09,Tirupati,15,3,0,9,1216,497,628,Medium
2025-01-09,Tirupati,12,3,0,5,968,582,529,Low
2025-11-08,Tirupati,19,5,0,6,781,567,170,High
2025-01-24,Visakhapatnam,22,4,0,6,183,106,39,Low
2025-02-02,Kurnool,5,6,0,9,1003,636,440,Medium
2025-04-27,Kurnool,8,6,0,11,114,56,25,Medium
2025-05-27,Warangal,21,1,0,8,1252,998,669,High
2025-08-28,Secunderabad,8,3,0,8,777,545,264,Medium
2025-04-17,Warangal,4,3,0,14,157,122,46,Low
2025-11-12,Guntur,4,2,0,4,1119,787,292,Medium
2025-01-08,Warangal,19,2,0,5,1149,549,331,Medium
2025-04-17,Secunderabad,14,3,0,11,172,116,102,Low
2025-06-06,Nizamabad,16,4,0,6,1359,661,588,Medium
2025-08-02,Warangal,22,5,0,5,114,74,40,Low
2025-08-12,Tirupati,6,1,0,4,152,108,55,Low
2025-04-09,Tirupati,1,2,0,12,502,212,105,Medium
2025-06-05,Hyderabad,11,3,0,8,1338,577,423,Medium
2025-01-24,Warangal,16,4,0,14,767,500,447,Medium
2025-07-17,Tirupati,3,3,0,11,929,498,444,Medium
2025-08-14,Kurnool,22,3,0,7,629,300,222,Low
2025-02-03,Secunderabad,14,0,0,12,1175,595,608,Medium
2025-07-12,Hyderabad,14,5,0,7,828,550,476,Medium
2025-05-15,Warangal,4,3,0,4,600,267,156,Low
2025-08-27,Vijayawada,7,2,0,14,1126,847,276,High
2025-06-11,Vijayawada,6,2,0,13,1023,691,539,Medium
2025-08-05,Nellore,1,1,0,13,590,454,273,Medium
2025-03-14,Nellore,21,4,0,3,1115,650,589,Medium
2025-05-31,Hyderabad,0,5,1,8,767,540,371,High
2025-08-27,Tirupati,14,2,1,6,986,429,328,Medium
2025-08-13,Visakhapatnam,2,2,0,13,812,444,358,Medium
2025-12-21,Warangal,0,6,0,10,1122,859,574,Medium
2025-08-31,Vijayawada,10,6,0,2,1218,940,246,Medium
2025-11-03,Visakhapatnam,17,0,0,7,1413,929,730,High
2025-03-05,Secunderabad,21,2,0,3,604,437,291,Medium
2025-06-01,Hyderabad,8,6,0,12,1129,898,669,High
2025-02-13,Nellore,4,3,0,9,445,283,249,Low
2025-12-20,Kurnool,18,5,0,9,317,145,65,Medium
2025-03-02,Secunderabad,11,6,0,7,1240,556,303,Medium
2025-11-08,Secunderabad,11,5,0,2,1075,490,428,Medium
2025-03-24,Hyderabad,19,0,0,9,1326,1038,463,High
2025-10-29,Kurnool,22,2,1,2,585,294,204,Medium
2025-10-10,Warangal,13,4,0,14,187,105,81,Low
2025-07-27,Kurnool,15,6,0,4,243,192,96,Low
2025-09-06,Guntur,6,5,0,3,871,452,348,Medium
2025-05-04,Visakhapatnam,1,6,0,5,837,382,310,Medium
2025-08-27,Hyderabad,19,2,0,7,1147,492,582,High
2025-01-13,Visakhapatnam,5,0,0,5,712,470,317,Low
2025-11-22,Nizamabad,5,5,0,9,1236,605,547,Medium
2025-01-10,Warangal,14,4,0,12,292,139,174,Low
2025-08-06,Hyderabad,6,2,0,5,1398,1057,450,Medium
2025-08-25,Kurnool,16,0,0,11,199,113,46,Low
2025-04-11,Guntur,7,4,0,3,443,314,243,Low
2025-07-04,Visakhapatnam,19,4,0,10,638,256,305,Medium
2025-12-31,Hyderabad,3,2,0,3,1257,776,411,Medium
2025-04-16,Tirupati,22,2,0,13,190,120,96,Low
2025-09-14,Vijayawada,4,6,0,9,1055,509,304,Medium
2025-03-28,Tirupati,14,4,0,12,778,389,286,Medium
2025-09-18,Secunderabad,7,3,0,14,1419,736,701,High
2025-09-01,Guntur,8,0,0,10,862,569,515,Medium
2025-09-10,Warangal,21,2,0,2,941,421,422,Medium
2025-03-28,Secunderabad,14,4,0,12,1307,567,743,Medium
2025-12-06,Hyderabad,0,5,0,2,1091,444,554,Medium
2025-06-05,Warangal,1,3,0,13,1271,669,439,Medium
2025-03-22,Warangal,16,5,0,8,1459,884,330,High
2025-01-24,Nellore,7,4,0,6,1010,786,349,Medium
2025-08-19,Secunderabad,11,1,0,9,155,87,66,Low
2025-07-23,Vijayawada,16,2,0,12,1420,965,681,Medium
2025-09-06,Hyderabad,10,5,0,10,990,586,501,High
2025-11-09,Tirupati,1,6,0,13,1408,875,348,High
2025-07-05,Vijayawada,8,5,1,10,1121,743,567,High
2025-08-12,Guntur,4,1,0,6,1079,492,600,Medium
2025-10-27,Guntur,4,0,0,2,522,228,111,Low
2025-12-02,Secunderabad,14,1,0,3,1239,826,518,Medium
2025-08-06,Visakhapatnam,4,2,0,7,1112,474,229,Medium
2025-12-18,Nizamabad,4,3,0,12,1157,644,283,Medium
2025-03-14,Nizamabad,2,4,1,9,860,666,251,Medium
2025-01-20,Secunderabad,7,0,0,12,1284,887,317,High
2025-08-08,Secunderabad,20,4,0,12,633,277,284,Medium
2025-07-27,Kurnool,19,6,0,13,642,473,270,High
2025-05-14,Visakhapatnam,17,2,0,5,1003,596,411,Medium
2025-12-13,Nizamabad,11,5,0,13,1364,594,451,High
2025-05-09,Nizamabad,21,4,0,8,357,219,177,Medium
2025-11-16,Warangal,23,6,0,14,420,310,211,Medium
2025-03-19,Guntur,14,2,1,10,989,701,271,High
2025-10-10,Tirupati,8,4,0,13,1245,971,494,High
2025-01-07,Hyderabad,14,1,0,6,938,611,532,Medium
2025-07-09,Vijayawada,6,2,0,13,940,557,363,Medium
2025-07-28,Guntur,11,0,0,10,914,551,303,Medium
2025-11-08,Nellore,10,5,0,5,523,363,180,Medium
2025-09-22,Warangal,21,0,0,4,866,499,312,Medium
2025-01-07,Guntur,4,1,0,5,676,394,302,Low
2025-08-17,Visakhapatnam,10,6,0,9,1179,862,700,High
2025-11-21,Guntur,3,4,0,6,776,457,265,Low
2025-07-03,Warangal,21,3,0,13,845,354,276,High
2025-12-12,Vijayawada,10,4,0,8,1371,684,455,High
2025-06-21,Tirupati,19,5,0,7,974,537,422,High
2025-04-11,Warangal,7,4,0,9,1002,656,258,Medium
2025-01-06,Vijayawada,0,0,0,7,347,219,126,Low
2025-08-27,Warangal,2,2,0,4,120,85,62,Low
2025-05-16,Nizamabad,15,4,0,7,1134,825,652,Medium
2025-12-25,Visakhapatnam,16,3,0,3,625,333,182,Low
2025-09-13,Warangal,23,5,0,7,1263,520,542,Medium
2025-03-09,Vijayawada,2,6,0,11,314,167,152,Medium
2025-07-18,Visakhapatnam,22,4,0,10,1280,981,441,Medium
2025-02-19,Kurnool,19,2,0,10,1288,576,663,High
2025-06-04,Secunderabad,18,2,0,14,418,252,209,Medium
2025-10-18,Visakhapatnam,10,5,0,6,1089,517,513,High
2025-03-25,Visakhapatnam,16,1,0,3,1466,987,480,Medium
2025-03-09,Secunderabad,6,6,0,12,1347,637,366,High
2025-11-21,Visakhapatnam,4,4,0,5,171,101,55,Low
2025-09-19,Kurnool,18,4,0,11,616,338,322,Medium
2025-11-29,Kurnool,23,5,1,14,1448,1138,331,High
2025-07-30,Warangal,12,2,0,5,1491,839,782,Medium
2025-05-31,Hyderabad,2,5,1,7,203,99,69,Medium
2025-02-07,Nizamabad,13,4,0,2,570,390,167,Low
2025-08-12,Kurnool,23,1,0,2,419,310,130,Low
2025-05-12,Visakhapatnam,18,0,0,4,292,228,101,Medium
2025-02-07,Kurnool,11,4,0,14,702,559,406,Medium
2025-02-19,Guntur,21,2,0,12,219,161,52,Medium
2025-03-02,Guntur,22,6,0,14,905,536,360,High
2025-01-23,Nellore,20,3,0,6,365,192,155,Medium
2025-02-27,Warangal,1,3,0,3,319,161,118,Low
2025-07-13,Tirupati,4,6,0,3,441,265,180,Low
2025-12-07,Guntur,0,6,0,12,150,97,42,Medium
2025-03-29,Kurnool,0,5,0,14,156,110,70,Medium
2025-02-16,Visakhapatnam,4,6,0,4,547,360,173,Low
2025-01-02,Tirupati,14,3,0,9,1377,968,723,Medium
2025-04-02,Hyderabad,14,2,0,13,999,419,579,Medium
2025-02-24,Guntur,7,0,0,14,1347,583,330,High
2025-04-04,Visakhapatnam,7,4,0,10,1185,719,330,High
2025-02-26,Vijayawada,10,2,0,6,927,644,491,Medium
2025-04-22,Guntur,1,1,0,12,954,649,199,Medium
2025-10-16,Nellore,13,3,0,5,1343,878,582,Medium
2025-09-14,Warangal,5,6,0,11,1140,897,266,High
2025-06-15,Kurnool,11,6,0,13,1398,837,448,High
2025-02-17,Hyderabad,7,0,0,13,1399,673,502,High
2025-01-27,Nellore,13,0,1,11,189,150,111,Medium
2025-11-08,Nizamabad,8,5,0,3,1358,765,741,High
2025-07-08,Visakhapatnam,3,1,0,7,109,74,61,Low
2025-05-08,Vijayawada,7,3,0,5,389,157,225,Low
2025-02-15,Nizamabad,1,5,0,4,905,448,533,Medium
2025-12-06,Secunderabad,4,5,0,10,190,119,56,Low
2025-07-13,Hyderabad,9,6,0,13,565,301,173,High
2025-02-05,Guntur,5,2,0,12,944,715,258,Medium
2025-02-21,Hyderabad,10,4,0,6,153,97,83,Low
2025-10-29,Warangal,18,2,0,7,354,249,172,Medium
2025-10-03,Hyderabad,1,4,0,13,1047,479,397,Medium
2025-12-06,Warangal,20,5,0,5,745,501,213,Medium
2025-02-27,Nellore,16,3,0,11,519,309,302,Low
2025-02-01,Nizamabad,9,5,0,5,1208,669,636,High
2025-03-15,Guntur,18,5,0,7,502,266,220,Medium
2025-01-17,Vijayawada,20,4,1,11,694,321,302,High
2025-12-30,Secunderabad,3,1,1,5,939,421,456,Medium
2025-01-14,Nellore,0,1,1,4,419,226,156,Medium
2025-04-23,Tirupati,6,2,0,13,1220,901,312,Medium
2025-01-04,Nellore,13,5,0,11,1494,1041,849,High
2025-12-14,Vijayawada,21,6,0,7,175,123,44,Medium
2025-10-02,Kurnool,12,3,0,2,721,292,298,Low
2025-12-15,Hyderabad,17,0,0,7,477,346,115,Medium
2025-10-26,Guntur,17,6,0,10,1411,882,282,High
2025-06-15,Nizamabad,13,6,0,8,1208,484,666,Medium
2025-03-15,Vijayawada,11,5,0,6,366,185,117,Low
2025-04-24,Visakhapatnam,11,3,0,10,1310,1027,334,Medium
2025-07-12,Guntur,16,5,0,2,436,246,188,Low
2025-12-14,Visakhapatnam,23,6,0,5,1221,635,250,Medium
2025-07-01,Visakhapatnam,20,1,1,12,586,236,298,High
2025-06-07,Vijayawada,15,5,0,3,120,69,26,Low
2025-01-25,Nellore,5,5,0,14,1368,763,737,High
2025-09-17,Secunderabad,13,2,0,13,1268,998,717,Medium
2025-09-30,Hyderabad,15,1,0,2,1315,931,481,Medium
2025-06-26,Warangal,10,3,0,11,1296,742,529,High
2025-02-03,Guntur,1,0,0,6,741,364,327,Low
2025-12-13,Nellore,20,5,0,3,534,326,265,Medium
2025-07-20,Kurnool,0,6,0,3,135,90,61,Low
2025-11-27,Warangal,15,3,1,9,1287,1027,374,High
